,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
1593,1594,Adobe After Effect: Create 15 Advance Motion Graphic Element,https://www.udemy.com/15-advance-mograph-elements-with-after-effect/,TRUE,30,140,6,21,All Levels,2.5 hours,2016-07-07T23:27:41Z,Graphic Design
1673,1674,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),https://www.udemy.com/coreldraw-x8-egitimi-temel/,TRUE,105,28,6,103,All Levels,12 hours,2016-06-09T21:43:59Z,Graphic Design
1682,1683,Make your own great designs in PowerPoint: Quick & Easy,https://www.udemy.com/design-in-powerpoint/,TRUE,20,19,6,10,Beginner Level,1 hour,2015-09-30T17:30:55Z,Graphic Design
1689,1690,Affinity Designer for beginners,https://www.udemy.com/affinity-designer-for-beginners-dc/,TRUE,20,30,6,23,Beginner Level,4.5 hours,2017-05-01T20:48:32Z,Graphic Design
1690,1691,How to Create Top Ranking Mobile App Icons - iOS Edition,https://www.udemy.com/appicondesigner/,TRUE,35,130,6,13,All Levels,1 hour,2013-07-30T16:43:28Z,Graphic Design
1698,1699,How To Create Amazing YouTube Custom Thumbnail Images,https://www.udemy.com/how-to-create-amazing-youtube-custom-thumbnail-images/,TRUE,25,78,6,16,All Levels,1.5 hours,2013-09-29T22:43:14Z,Graphic Design
1737,1738,illustrator CC 2015.3 - Curso básico de ferramentas,https://www.udemy.com/illustratorcc20153/,TRUE,20,13,6,12,Beginner Level,1 hour,2016-07-08T15:23:08Z,Graphic Design
1745,1746,The Complete Motion Graphic Course,https://www.udemy.com/complete-motion-graphic-course/,TRUE,65,50,6,115,All Levels,9.5 hours,2017-02-01T23:42:53Z,Graphic Design
1784,1785,Learn print production from start to finish,https://www.udemy.com/print-production/,TRUE,35,494,6,16,All Levels,1 hour,2015-05-04T20:50:35Z,Graphic Design
1234,1235,Digital Photo Manipulation Art And Cover Design In PhotoShop,https://www.udemy.com/digital-photo-manipulation-art-and-cover-design-in-photoshop/,TRUE,50,721,7,35,Beginner Level,5 hours,2016-03-28T17:56:10Z,Graphic Design
1385,1386,Indesign - Para quem quer trabalhar com Design Gráfico,https://www.udemy.com/indesign-como-criar-layouts-pecas-graficas/,TRUE,100,27,7,12,Intermediate Level,2.5 hours,2017-06-27T02:48:29Z,Graphic Design
1433,1434,Learn Adobe Illustrator CC - All Essentials In 1 Hour!,https://www.udemy.com/learn-adobe-illustrator-cc-all-essentials-in-1-hour/,TRUE,55,324,7,14,Beginner Level,1 hour,2017-03-01T00:56:31Z,Graphic Design
1540,1541,Design Beautiful & Professional Ebooks Using FREE Software,https://www.udemy.com/ebook-layouts/,TRUE,20,239,7,26,All Levels,4 hours,2014-04-25T02:40:11Z,Graphic Design
1614,1615,Smashing Photoshop CC/CS,https://www.udemy.com/smashing-photoshop/,TRUE,20,437,7,76,Beginner Level,5 hours,2016-04-26T23:02:01Z,Graphic Design
1634,1635,Create Mobile App Design from Scratch in Photoshop,https://www.udemy.com/create-mobile-app-design-from-scratch-in-photoshop/,TRUE,125,1359,7,24,Beginner Level,2.5 hours,2017-02-01T04:40:24Z,Graphic Design
1683,1684,Create Kindle eBook Covers with PowerPoint,https://www.udemy.com/create-kindle-ebook-covers-with-powerpoint/,TRUE,30,87,7,23,All Levels,2 hours,2014-06-17T07:51:54Z,Graphic Design
1708,1709,How To Build Your Own Web Banner Design Business,https://www.udemy.com/how-to-build-your-own-web-banner-design-business/,TRUE,20,5000,7,21,All Levels,1 hour,2016-07-05T18:41:46Z,Graphic Design
1719,1720,Motion Graphic With After Effect From Scratch in 5 Hours,https://www.udemy.com/motion-graphic-with-ae/,TRUE,30,50,7,45,All Levels,4 hours,2016-06-01T17:40:56Z,Graphic Design
1781,1782,Drawing With Confidence,https://www.udemy.com/drawing-with-confidence/,TRUE,25,105,7,10,All Levels,2 hours,2012-05-04T07:24:05Z,Graphic Design
1791,1792,How to design professional PowerPoint business presentation,https://www.udemy.com/how-to-design-professional-animated-powerpoint-presentation/,TRUE,20,286,7,7,All Levels,1 hour,2014-11-11T19:49:41Z,Graphic Design
1310,1311,Learn Corel x7 Like a Pro,https://www.udemy.com/learn-corel-x7/,TRUE,20,1586,8,5,Intermediate Level,31 mins,2016-03-04T19:00:46Z,Graphic Design
1348,1349,Graphicriver Autor – Verkaufe deine Designs online,https://www.udemy.com/graphicriver-autor-verkaufe-deine-designs-online/,TRUE,30,65,8,20,All Levels,1.5 hours,2016-09-27T14:20:14Z,Graphic Design
1352,1353,Photoshop Workflow - Manipulação de imagem para Publicidade,https://www.udemy.com/photoshop-workflow-profissional/,TRUE,135,20,8,53,Expert Level,12.5 hours,2017-06-28T03:28:04Z,Graphic Design
1397,1398,Expert Retina / HiDPI Graphics in Photoshop & Illustrator,https://www.udemy.com/mastering-retina-graphics/,TRUE,195,2067,8,18,All Levels,1.5 hours,2015-04-26T19:50:34Z,Graphic Design
1411,1412,Adobe - How to create a professional Video Title/ Web Banner,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,TRUE,20,1606,8,9,All Levels,44 mins,2016-09-07T20:28:12Z,Graphic Design
1437,1438,Complete Portrait and Figure Drawing (step-by-step),https://www.udemy.com/complete-portrait-and-figure-drawing-step-by-step/,TRUE,20,124,8,16,All Levels,1.5 hours,2014-12-17T18:16:16Z,Graphic Design
1443,1444,Mastering Photoshop Elements 13 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,TRUE,20,1738,8,166,Beginner Level,10.5 hours,2015-05-22T20:50:12Z,Graphic Design
1451,1452,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-3/,TRUE,20,770,8,8,Intermediate Level,1 hour,2016-05-06T15:54:32Z,Graphic Design
1547,1548,InDesign Basics for Beginners: Learn InDesign Quickly,https://www.udemy.com/indesign-basics-how-to-use-indesign-like-a-pro/,TRUE,35,177,8,24,Beginner Level,1.5 hours,2015-08-13T21:47:01Z,Graphic Design
1645,1646,How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,TRUE,20,1602,8,16,Beginner Level,1 hour,2017-05-07T16:32:00Z,Graphic Design
1693,1694,How to Make a Custom Graphic ,https://www.udemy.com/customgraphicsforbusiness/,TRUE,20,87,8,8,Beginner Level,1 hour,2013-10-24T04:16:41Z,Graphic Design
1701,1702,Introduction to GIMP 2.8: Tutorials for Beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,TRUE,20,282,8,28,Beginner Level,3 hours,2016-04-01T17:31:53Z,Graphic Design
1753,1754,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,https://www.udemy.com/design-your-own-fonts/,TRUE,40,67,8,25,All Levels,1 hour,2016-07-14T17:03:19Z,Graphic Design
1757,1758,Basic Graphic Design for PowerPoint,https://www.udemy.com/basic-graphic-design-for-powerpoint/,TRUE,20,88,8,14,Beginner Level,1 hour,2015-07-26T23:32:34Z,Graphic Design
1799,1800,Infographic Design: How To Create Your Own Infographic,https://www.udemy.com/infographic-design-how-to-create-your-own-infographic/,TRUE,20,84,8,13,All Levels,2 hours,2015-05-12T20:38:58Z,Graphic Design
1326,1327,Diseño Gráfico fácil y rápido.,https://www.udemy.com/aprende-diseno-grafico-facil-y-rapido/,TRUE,20,97,9,124,All Levels,13.5 hours,2016-07-05T00:18:50Z,Graphic Design
1363,1364,Voxel 3D Model Creation Course,https://www.udemy.com/voxel-3d-model-creation-course/,FALSE,Free,1031,9,8,All Levels,39 mins,2017-06-08T22:46:39Z,Graphic Design
1425,1426,Create Animated Gif Advertising Banners in Photoshop CC,https://www.udemy.com/learn-how-to-create-animated-gif-advertising-banners-in-photoshop-cc/,TRUE,85,1310,9,20,All Levels,1 hour,2017-01-10T21:46:22Z,Graphic Design
1456,1457,Logo Portfolio in 1 Hour in Wordpress,https://www.udemy.com/logoportfolio/,TRUE,100,734,9,36,All Levels,1 hour,2016-12-06T22:13:44Z,Graphic Design
1511,1512,Diseño impreso - Preimpresión para offset en Illustrator,https://www.udemy.com/diseno-impreso/,TRUE,100,33,9,29,All Levels,1.5 hours,2017-05-31T18:37:31Z,Graphic Design
1541,1542,Desktop Publishing 101: Simplified Editing,https://www.udemy.com/desktop-publishing-101-learn-editing-in-a-simplified-way/,TRUE,20,507,9,9,Beginner Level,1 hour,2015-04-28T17:01:32Z,Graphic Design
1594,1595,Learn Sketch 3 Mobile App Design From Scratch,https://www.udemy.com/learn-sketch-3-graphic-design-from-scratch/,TRUE,60,528,9,20,All Levels,1.5 hours,2015-01-27T18:01:38Z,Graphic Design
1610,1611,Typography Design: Learn Web Typography The Practical Way,https://www.udemy.com/typography-design-learn-web-typography/,TRUE,20,970,9,34,Beginner Level,2 hours,2015-01-20T20:39:15Z,Graphic Design
1677,1678,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,https://www.udemy.com/arabic-photoshop-for-beginers-easy/,TRUE,120,13,9,7,Beginner Level,1 hour,2016-09-06T02:48:13Z,Graphic Design
1680,1681,GraphicDesign Studio,https://www.udemy.com/graphic-design-studio/,TRUE,95,110,9,22,Beginner Level,2.5 hours,2016-05-27T20:34:07Z,Graphic Design
1702,1703,48 Logo Designs and Techniques,https://www.udemy.com/professional-logo-design-vol-2/,TRUE,20,113,9,48,All Levels,9 hours,2015-09-15T00:23:14Z,Graphic Design
1740,1741,Curso de Maya 3D,https://www.udemy.com/curso-de-maya-3d/,TRUE,20,62,9,41,All Levels,4 hours,2016-02-09T17:35:50Z,Graphic Design
1763,1764,Become a Logo Designer: Guide to Complimentary Logo Software,https://www.udemy.com/become-a-logo-designer-guide-to-complimentary-logo-software/,TRUE,35,485,9,21,All Levels,2.5 hours,2015-03-19T23:45:57Z,Graphic Design
1764,1765,DIY Beautiful Social Graphics That Don't Require Photoshop,https://www.udemy.com/diy-beautiful-social-graphics-that-dont-require-photoshop/,TRUE,20,238,9,22,All Levels,2.5 hours,2015-03-03T21:17:04Z,Graphic Design
1780,1781,The Complete Video Production Guide - Learn Top Video Tools,https://www.udemy.com/video-production-guide-learn-top-video-tools-to-create-awesome-videos/,TRUE,195,121,9,77,All Levels,7.5 hours,2015-05-25T23:21:06Z,Graphic Design
1793,1794,Corel Painter 2016,https://www.udemy.com/corel-painter-2016/,TRUE,40,41,9,86,All Levels,8 hours,2016-05-11T14:51:26Z,Graphic Design
1230,1231,Design Business Card in Photoshop: Earn Money by Doing It,https://www.udemy.com/design-business-card-in-photoshop-earn-money-by-doing-it/,TRUE,50,120,10,29,Beginner Level,3.5 hours,2017-04-24T18:55:28Z,Graphic Design
1265,1266,Diventa un professionista del Graphic Design,https://www.udemy.com/diventa-un-professionista-del-graphic-design/,TRUE,200,185,10,94,All Levels,17.5 hours,2017-05-24T17:02:19Z,Graphic Design
1278,1279,Typography 101: Picking the Right Fonts for Business Success,https://www.udemy.com/typography-fonts-business/,TRUE,75,1224,10,15,Beginner Level,1.5 hours,2015-04-20T18:03:34Z,Graphic Design
1305,1306,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides/,TRUE,20,1504,10,9,Beginner Level,1.5 hours,2016-01-05T20:31:49Z,Graphic Design
1313,1314,Make Tech circles in Adobe Photoshop and Illustrator,https://www.udemy.com/make-tech-circles-in-adobe-photoshop-and-illustrator/,TRUE,200,1150,10,13,All Levels,1 hour,2015-10-14T22:05:30Z,Graphic Design
1338,1339,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-2/,TRUE,20,549,10,8,Beginner Level,1 hour,2016-04-12T01:24:14Z,Graphic Design
1339,1340,Logo Design for Entrepreneurs ,https://www.udemy.com/introduction-to-logo-design/,TRUE,20,274,10,49,Beginner Level,3.5 hours,2014-04-04T16:21:31Z,Graphic Design
1431,1432,Morphing  with After Effect : Everything you need to know,https://www.udemy.com/adobe-after-effect-morph-anything/,TRUE,20,421,10,18,All Levels,1 hour,2016-07-21T14:08:04Z,Graphic Design
1448,1449,Quickly Batch Export & Package Logo Files for Clients,https://www.udemy.com/quickly-batch-export-package-logo-files-for-clients/,TRUE,20,489,10,5,Intermediate Level,41 mins,2017-05-01T22:06:06Z,Graphic Design
1449,1450,Logo Design for Everybody,https://www.udemy.com/logo-design-for-everybody/,TRUE,30,706,10,24,Beginner Level,5.5 hours,2016-03-08T17:30:36Z,Graphic Design
1502,1503,Typografie - Die besten Schriftarten im Geschäftsalltag,https://www.udemy.com/typographie-schriftarten/,TRUE,75,213,10,16,Beginner Level,1.5 hours,2016-01-18T23:47:06Z,Graphic Design
1509,1510,Illustrator CC 2016 Power Workshops (Deutsch),https://www.udemy.com/illustrator-cc-2016-power-workshops-deutsch/,TRUE,150,96,10,50,Intermediate Level,4.5 hours,2016-07-25T17:16:46Z,Graphic Design
1536,1537,Fundamentals of Character Design: From Concept to Vector,https://www.udemy.com/fundamentals-of-character-design-from-concept-to-vector/,TRUE,50,1452,10,11,Beginner Level,1 hour,2017-04-01T03:45:46Z,Graphic Design
1544,1545,Getting Started with Illustrator CC,https://www.udemy.com/getting-started-with-illustrator-cc2/,TRUE,100,92,10,57,Beginner Level,5.5 hours,2015-05-01T21:29:51Z,Graphic Design
1545,1546,"Photoshop From Scratch to Logos, Digital Drawing & Projects",https://www.udemy.com/photoshop-from-scratch-to-logos-digital-drawing-projects/,TRUE,20,91,10,21,Beginner Level,1.5 hours,2017-05-12T17:56:59Z,Graphic Design
1670,1671,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,https://www.udemy.com/photoshop-cs-6-ile-fotograf-islemenin-temelleri/,TRUE,20,86,10,78,Beginner Level,6 hours,2015-02-13T07:07:44Z,Graphic Design
1672,1673,Devenez le king de l'illustration automobile,https://www.udemy.com/virtuel-car/,TRUE,50,42,10,32,Beginner Level,4.5 hours,2015-12-09T16:49:20Z,Graphic Design
1684,1685,Magazine Design: Start your own magazine in less than 24hrs,https://www.udemy.com/how-to-start-your-own-magazine/,TRUE,20,802,10,30,All Levels,2 hours,2015-03-22T20:27:01Z,Graphic Design
1699,1700,Graphic Design Bootcamp: Professional Workflow & Layout Tips,https://www.udemy.com/graphic-design-bootcamp-layout-and-workflow-basics/,TRUE,20,99,10,9,All Levels,1.5 hours,2015-03-26T18:24:10Z,Graphic Design
1801,1802,Amazing Graphic Design for Beginners,https://www.udemy.com/amazing-graphic-design-for-beginners/,TRUE,20,32,10,5,Beginner Level,42 mins,2015-07-08T19:58:01Z,Graphic Design
1210,1211,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,TRUE,195,2027,11,9,Intermediate Level,30 mins,2017-04-18T19:40:57Z,Graphic Design
1274,1275,Expert Guide : Mastering Types feature in illustrator !,https://www.udemy.com/mastering-types-in-illustrator/,TRUE,190,1552,11,27,All Levels,2.5 hours,2015-11-04T18:38:17Z,Graphic Design
1275,1276,Cartoon Game Logo Design using Photoshop,https://www.udemy.com/cartoon-game-logo-design-using-photoshop/,TRUE,20,1076,11,15,All Levels,2.5 hours,2015-11-11T18:54:16Z,Graphic Design
1314,1315,Turn Your Photos Into Professional And Modern Artworks,https://www.udemy.com/turn-your-photos-into-professional-and-modern-artworks/,TRUE,20,1557,11,12,All Levels,1.5 hours,2014-09-16T13:09:16Z,Graphic Design
1320,1321,Illustrator - Creating stylised images from a photo,https://www.udemy.com/illustrator-free-creating-stylised-images-from-a-photo-using-trace/,TRUE,50,1500,11,9,All Levels,41 mins,2014-09-09T14:16:50Z,Graphic Design
1359,1360,Design & Create Vector Graphics With Inkscape 2016,https://www.udemy.com/design-create-vector-graphics-with-inkscape/,TRUE,200,2091,11,26,Beginner Level,2.5 hours,2015-06-08T18:46:45Z,Graphic Design
1365,1366,The Complete Canva Course,https://www.udemy.com/the-complete-canva-course-for-beginners/,TRUE,200,68,11,48,All Levels,4.5 hours,2017-05-10T17:12:51Z,Graphic Design
1391,1392,خطوتك الأولى لتعلم الفوتوشوبPhotoshop,https://www.udemy.com/photoshop-g/,TRUE,20,272,11,12,Beginner Level,2 hours,2016-12-22T15:20:50Z,Graphic Design
1434,1435,History of Art and Design from XV to XXI century,https://www.udemy.com/history-of-design-abc/,TRUE,20,319,11,35,All Levels,2 hours,2016-10-24T15:44:34Z,Graphic Design
1498,1499,Easy Typography Tips to Beautify and Strengthen Your Work,https://www.udemy.com/typography-tips/,TRUE,45,3192,11,18,Intermediate Level,1 hour,2015-08-06T21:35:13Z,Graphic Design
1538,1539,Drawing Fun Caricatures! :) -The Best Method!,https://www.udemy.com/caricature/,TRUE,25,41,11,6,All Levels,35 mins,2016-07-20T21:40:44Z,Graphic Design
1539,1540,Advanced Graphic Design-Photoshop CC 2014 for Photographers,https://www.udemy.com/advanced-graphic-design-photoshop-cc-2014-for-photographers/,TRUE,20,314,11,19,All Levels,1.5 hours,2014-12-19T05:55:57Z,Graphic Design
1542,1543,Create Professional Character Designs in Photoshop,https://www.udemy.com/create-professional-character-designs-in-photoshop/,TRUE,20,228,11,21,Intermediate Level,4 hours,2015-07-14T23:17:08Z,Graphic Design
1575,1576,Design a unique bookstore-quality Photo Book with Blurb,https://www.udemy.com/photo-book-blurb/,TRUE,180,2863,11,27,All Levels,2.5 hours,2016-04-26T18:30:41Z,Graphic Design
1688,1689,Essential Skills for Designers - Working with Type,https://www.udemy.com/working-with-type/,TRUE,45,219,11,25,All Levels,2 hours,2013-05-13T12:59:44Z,Graphic Design
1754,1755,Easy Steps To Become A Photoshop Expert,https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/,TRUE,20,1081,11,47,All Levels,8 hours,2015-01-29T04:40:00Z,Graphic Design
1292,1293,Learn Blender 3D  - The introduction course,https://www.udemy.com/learn-blender-3d-in-under-2-hours-the-intro-course/,TRUE,100,739,12,15,Beginner Level,1.5 hours,2016-08-19T00:52:30Z,Graphic Design
1299,1300,LOGO DESIGN IN POWERPOINT,https://www.udemy.com/logo-design-in-powerpoint-create-logos/,TRUE,95,1046,12,28,Beginner Level,1 hour,2016-04-15T18:02:17Z,Graphic Design
1349,1350,Adobe Illustrator CC,https://www.udemy.com/adobe-illustrator-cc-m/,TRUE,20,43,12,46,Intermediate Level,9.5 hours,2016-12-26T18:58:09Z,Graphic Design
1356,1357,なぞるだけですぐできる! 簡単手描きイラスト講座,https://www.udemy.com/nazoru-illust/,TRUE,30,123,12,48,Beginner Level,3 hours,2016-02-16T17:10:15Z,Graphic Design
1444,1445,"Become a Graphic Designer, and earn a living from it",https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,TRUE,35,2354,12,37,All Levels,3 hours,2014-09-17T13:20:56Z,Graphic Design
1490,1491,Clipping Masks & Shaped images in Adobe Photoshop CC,https://www.udemy.com/how-to-adobe-photoshop-clipping-mask-layer-tutorial-images-photoshop/,TRUE,90,1905,12,14,All Levels,44 mins,2016-12-09T04:41:48Z,Graphic Design
1619,1620,Digital Asset Designer: Creating and Selling Mockups,https://www.udemy.com/digital-asset-designer-mockups/,TRUE,50,50,12,28,Beginner Level,3 hours,2016-09-27T17:20:02Z,Graphic Design
1620,1621,Adobe Illustrator CC - From scratch ,https://www.udemy.com/adobe-illustrator-cc-from-scratch/,TRUE,45,115,12,24,Beginner Level,5.5 hours,2015-06-26T18:43:13Z,Graphic Design
1337,1338,Advance Learning Tools Corel Draw Graphics Design,https://www.udemy.com/advance-learning-tools-corel-draw-graphics-design/,TRUE,40,797,13,70,Beginner Level,14 hours,2016-05-31T21:27:22Z,Graphic Design
1350,1351,캔바(Canva)로 SNS 콘텐츠 만들기,https://www.udemy.com/canvasns/,TRUE,30,44,13,19,Beginner Level,2 hours,2017-02-06T21:39:19Z,Graphic Design
1410,1411,BUSINESS CARD DESIGN IN POWERPOINT,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,TRUE,95,1710,13,16,Beginner Level,1 hour,2016-05-15T18:57:39Z,Graphic Design
1453,1454,Flat Design - Create Beautiful Flat Graphics In Photoshop,https://www.udemy.com/flat-design-graphics-photoshop/,TRUE,20,545,13,23,All Levels,2 hours,2016-03-20T20:57:08Z,Graphic Design
1586,1587,Affinity Designer - making seamless patterns,https://www.udemy.com/affinity-designer-making-seamless-patterns/,TRUE,20,35,13,11,All Levels,1 hour,2017-02-20T17:28:21Z,Graphic Design
1587,1588,Typography: Learn the Foundation and Designs,https://www.udemy.com/typography-learn-the-foundation-and-designs/,TRUE,135,220,13,33,All Levels,2.5 hours,2015-11-11T00:52:59Z,Graphic Design
1703,1704,Photoshop JumpStart,https://www.udemy.com/photoshop-jumpstart/,TRUE,20,66,13,13,Beginner Level,2 hours,2015-07-02T21:41:25Z,Graphic Design
1732,1733,Corel Draw X7: Mão na Massa,https://www.udemy.com/corel-draw-x7-mao-na-massa/,TRUE,25,72,13,40,Beginner Level,4 hours,2016-06-20T22:30:56Z,Graphic Design
1755,1756,Intro to Adobe Illustrator,https://www.udemy.com/intro-to-adobe-illustrator/,TRUE,20,189,13,55,Beginner Level,6 hours,2015-08-07T21:56:22Z,Graphic Design
1317,1318,Getting Started With Photoshop CC,https://www.udemy.com/getting-started-with-photoshop-cc2/,TRUE,75,1090,14,45,Beginner Level,4.5 hours,2015-06-19T22:25:42Z,Graphic Design
1340,1341,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,TRUE,45,709,14,31,All Levels,2.5 hours,2014-12-08T10:43:52Z,Graphic Design
1519,1520,Quick and Quirky Caricatures - Learn in an Hour!,https://www.udemy.com/quick-and-quirky-caricatures/,TRUE,20,139,14,9,Beginner Level,1.5 hours,2013-01-24T18:40:06Z,Graphic Design
1522,1523,OpenCV Computer Vision Application Programming ,https://www.udemy.com/opencv-computer-vision-application-programming/,TRUE,85,167,14,30,All Levels,2.5 hours,2014-10-24T12:26:37Z,Graphic Design
1696,1697,Learn To Draw - The COMIC BOOK STYLE,https://www.udemy.com/learn-to-draw/,TRUE,55,363,14,19,All Levels,2 hours,2012-06-01T21:53:11Z,Graphic Design
1706,1707,LaTeX A-Z: from beginner to advance in less than 3 hour,https://www.udemy.com/become-a-good-latex-user-to-create-professional-documents/,TRUE,95,623,14,30,Beginner Level,3 hours,2017-03-27T18:46:54Z,Graphic Design
1790,1791,FullPage: The Complete Guide to Flat Websites,https://www.udemy.com/easy-flat-design/,TRUE,20,817,14,13,All Levels,38 mins,2013-11-18T08:27:35Z,Graphic Design
1204,1205,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,TRUE,200,1076,15,15,All Levels,1 hour,2017-05-22T22:53:46Z,Graphic Design
1308,1309,Make tech circles in Photoshop in 30 minutes!,https://www.udemy.com/learn-to-make-fancy-tech-circles-in-photoshop-in-30-minutes/,TRUE,50,1056,15,8,All Levels,34 mins,2015-10-09T23:10:51Z,Graphic Design
1311,1312,Make tech circles in Adobe Illustrator in 30 minutes,https://www.udemy.com/make-tech-circles-in-adobe-illustrator-in-30-minutes/,TRUE,200,821,15,5,All Levels,32 mins,2015-10-14T21:42:40Z,Graphic Design
1318,1319,Learn Adobe Photoshop in 1 Hour,https://www.udemy.com/learn-adobe-photoshop-in-1-hour/,TRUE,50,1235,15,10,All Levels,1 hour,2015-07-07T23:16:37Z,Graphic Design
1388,1389,Photoshop para principiantes: ¡De cero a experto!,https://www.udemy.com/adobe-photoshop-curso-practico/,TRUE,120,410,15,62,Beginner Level,7.5 hours,2016-08-22T19:07:23Z,Graphic Design
1390,1391,ABC do Adobe Illustrator,https://www.udemy.com/abc-do-adobe-illustrator/,TRUE,35,115,15,56,Beginner Level,5.5 hours,2017-02-06T14:36:41Z,Graphic Design
1447,1448,Learn Digital Drawing in Photoshop,https://www.udemy.com/digital-drawing-in-photoshop/,TRUE,20,1080,15,13,All Levels,2 hours,2015-10-12T21:21:22Z,Graphic Design
1493,1494,Mastering Retouching and Restoration (15 projects Included),https://www.udemy.com/mastering-beauty-retouching-and-photo-restoration/,TRUE,100,4927,15,22,All Levels,2.5 hours,2015-04-26T12:27:22Z,Graphic Design
1533,1534,Getting Started With Digital Painting Using Krita,https://www.udemy.com/getting-started-with-digital-painting-using-krita/,TRUE,20,1011,15,11,Beginner Level,36 mins,2017-05-02T21:49:34Z,Graphic Design
1588,1589,Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),https://www.udemy.com/tutorial-design-youtube-app-ui-ux-sketch3-swift/,TRUE,20,481,15,66,All Levels,5.5 hours,2015-01-05T10:45:15Z,Graphic Design
1618,1619,Typography From A to Z,https://www.udemy.com/typography-from-a-to-z/,TRUE,100,317,15,76,All Levels,6 hours,2015-08-07T22:16:26Z,Graphic Design
1734,1735,Adobe Illustrator CS6 باللغة العربية,https://www.udemy.com/adobe-illustrator-cs6-kottab/,TRUE,35,48,15,74,All Levels,8 hours,2014-09-14T15:00:09Z,Graphic Design
1280,1281,Kindle eBook Cover Design and Book Illustration Guide,https://www.udemy.com/kindle-ebook-cover-design/,TRUE,120,715,16,20,All Levels,1 hour,2015-11-06T17:27:45Z,Graphic Design
1296,1297,Digital Illustration: Make A Custom Character Illustration,https://www.udemy.com/digital-illustration/,TRUE,30,1440,16,14,All Levels,1.5 hours,2015-11-03T18:49:10Z,Graphic Design
1312,1313,Easy Illustration and 2D Animation,https://www.udemy.com/easy-illustration-and-2d-animation/,TRUE,65,56,16,7,All Levels,34 mins,2017-04-18T16:12:42Z,Graphic Design
1440,1441,Become a Professional Logo Designer,https://www.udemy.com/become-a-professional-logo-designer-w/,TRUE,150,107,16,82,All Levels,8 hours,2016-06-28T19:02:59Z,Graphic Design
1615,1616,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",https://www.udemy.com/sketching-drawing/,TRUE,20,500,16,31,All Levels,2 hours,2014-12-29T21:50:46Z,Graphic Design
1257,1258,Photoshop: How to create stunning collages,https://www.udemy.com/photoshop-how-to-create-stunning-collages-in-5-minutes/,TRUE,20,2044,17,15,Beginner Level,1.5 hours,2017-05-09T16:40:58Z,Graphic Design
1446,1447,Adobe Illustrator For Everyone: Create Detailed Vector Image,https://www.udemy.com/how-to-create-your-own-steampunk-vehicle-part-1/,TRUE,185,165,17,11,All Levels,1.5 hours,2016-08-09T14:07:47Z,Graphic Design
1455,1456,Expert Guide : Mastering Shapes Creation with Illustrator,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,TRUE,200,2911,17,35,All Levels,5 hours,2015-05-25T19:01:26Z,Graphic Design
1501,1502,Logo Design Made Easy: Create your own logo in PowerPoint,https://www.udemy.com/logodesignmadeeasy/,TRUE,20,1086,17,8,Beginner Level,1 hour,2016-11-22T16:30:46Z,Graphic Design
1585,1586,Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,https://www.udemy.com/mobile-app-design-in-photoshop-complete-music-app-design/,TRUE,195,1282,17,19,All Levels,2.5 hours,2016-12-28T19:24:07Z,Graphic Design
1254,1255,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,TRUE,30,1782,18,10,Beginner Level,1 hour,2017-04-05T20:39:33Z,Graphic Design
1269,1270,Curso Online de Adobe Illustrator CC e CS6,https://www.udemy.com/curso-online-de-adobe-illustrator-cc/,TRUE,80,126,18,119,All Levels,13 hours,2017-05-04T06:11:39Z,Graphic Design
1506,1507,Curso de Diseño e Ilustracion de Armas para Videojuegos,https://www.udemy.com/curso-de-diseno-e-ilustracion-de-armas-para-videojuegos/,TRUE,40,183,18,19,All Levels,2.5 hours,2015-09-21T17:12:21Z,Graphic Design
